ad_id,provider,target_age,impressions,spend,headline,body
ad_1570,Affirm,25-34,8650,1296.48,"Buy Now, Pay Later with no hidden fees!","We help you buy what you want, when you want it. Download the app today."
ad_1571,PayPal Pay Later,18-24,2302,3804.1,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1572,Affirm,25-34,10997,3495.36,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1573,PayPal Pay Later,25-34,614,712.12,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1574,Zip,25-34,199,2020.53,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1575,Sezzle,18-24,4185,174.44,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_1576,Affirm,35-44,5970,2263.44,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1577,Zip,18-24,4028,987.34,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1578,Zip,35-44,3158,1078.46,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_1579,Klarna,25-34,3406,1239.3,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout.
ad_1580,Klarna,18-24,1778,2121.33,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1581,Afterpay,18-24,1071,194.39,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_1582,Affirm,45-54,1476,900.77,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_1583,Klarna,25-34,2446,1070.07,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1584,PayPal Pay Later,18-24,9985,2815.18,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1585,PayPal Pay Later,25-34,8275,677.23,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1586,Sezzle,25-34,2916,2339.97,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1587,Afterpay,18-24,6046,668.35,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today."
ad_1588,Klarna,35-44,25412,4158.66,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_1589,Klarna,25-34,1863,3824.73,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_1590,Afterpay,45-54,26190,4998.55,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_1591,PayPal Pay Later,25-34,296,3534.37,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_1592,Klarna,35-44,1236,823.84,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_1593,Klarna,25-34,3901,2924.65,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1594,Affirm,18-24,858,1736.39,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1595,Afterpay,18-24,2983,4156.86,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1596,Zip,25-34,2294,4783.42,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1597,Afterpay,25-34,472,919.22,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1598,PayPal Pay Later,18-24,6930,1866.62,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1599,Sezzle,35-44,1608,1814.01,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_1600,PayPal Pay Later,18-24,3168,1930.8,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_1601,Afterpay,65+,588,3873.43,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_1602,Affirm,18-24,4330,3815.49,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1603,Zip,18-24,12777,1178.91,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_1604,Affirm,18-24,1393,1035.46,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1605,Klarna,45-54,2011,4809.42,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today."
ad_1606,Afterpay,18-24,7318,405.48,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1607,Sezzle,25-34,9979,2110.27,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout.
ad_1608,PayPal Pay Later,18-24,1327,4487.54,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1609,Sezzle,55-64,1162,750.98,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_1610,Afterpay,35-44,5735,3443.74,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now!
ad_1611,PayPal Pay Later,65+,1341,1300.68,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_1612,PayPal Pay Later,18-24,7644,2636.74,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1613,Sezzle,18-24,9666,1277.27,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_1614,Sezzle,18-24,4382,139.29,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1615,Zip,35-44,1754,718.44,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today."
ad_1616,PayPal Pay Later,18-24,853,1614.72,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1617,PayPal Pay Later,45-54,3680,3342.34,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_1618,PayPal Pay Later,18-24,6467,1475.27,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1619,Affirm,25-34,3565,4293.11,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout.
ad_1620,Sezzle,55-64,2750,4238.66,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. Smart budgeting for your family. No interest fees.
ad_1621,PayPal Pay Later,35-44,6631,3323.73,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1622,Klarna,25-34,14508,4844.76,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1623,Klarna,25-34,730,2905.99,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1624,Sezzle,18-24,8426,681.5,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1625,PayPal Pay Later,35-44,5064,4022.69,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_1626,Zip,55-64,2654,376.18,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. Smart budgeting for your family. No interest fees."
ad_1627,Zip,25-34,4331,1815.28,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1628,Sezzle,25-34,4770,3435.02,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1629,Afterpay,25-34,2747,4599.24,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1630,Afterpay,18-24,2767,914.81,"Get it now, pay over time.",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1631,Afterpay,65+,5441,1376.66,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1632,Zip,18-24,2719,3853.68,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_1633,Klarna,35-44,2501,732.58,"Get it now, pay over time.","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_1634,Klarna,25-34,7392,97.22,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today."
ad_1635,Afterpay,18-24,4658,4641.21,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1636,Klarna,25-34,1150,3585.06,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1637,Zip,25-34,18242,3171.65,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1638,Klarna,18-24,691,2146.53,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1639,Afterpay,18-24,976,4754.38,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1640,Afterpay,25-34,1381,4230.38,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1641,Afterpay,35-44,3937,150.99,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_1642,Klarna,45-54,7914,3387.39,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_1643,Klarna,25-34,960,4893.3,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1644,Afterpay,55-64,8196,1822.82,Unlock your purchasing power.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_1645,Zip,18-24,3019,2704.15,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1646,Klarna,25-34,1603,2093.15,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1647,PayPal Pay Later,18-24,1659,2231.79,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_1648,Affirm,18-24,2503,2089.86,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1649,Zip,55-64,8115,4807.05,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now! Smart budgeting for your family. No interest fees.
ad_1650,Sezzle,18-24,6306,4738.49,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1651,Affirm,18-24,1640,893.32,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1652,Zip,18-24,6818,4994.55,Split your purchase into 4 easy payments.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_1653,Klarna,18-24,2423,2948.16,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1654,PayPal Pay Later,18-24,5111,171.18,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1655,Affirm,18-24,33193,2618.74,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1656,Afterpay,18-24,2528,2324.5,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1657,PayPal Pay Later,18-24,6680,1224.41,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1658,Sezzle,45-54,4451,1112.46,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1659,Zip,18-24,6887,3337.42,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1660,Affirm,35-44,4636,4127.11,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1661,Zip,18-24,2284,4335.35,Don't wait! Buy today and pay later.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1662,Klarna,25-34,5588,2152.16,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1663,Zip,18-24,949,4911.28,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1664,Klarna,18-24,550,843.59,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1665,Affirm,25-34,1657,202.34,"Buy Now, Pay Later with no hidden fees!",Instant approval! Just select our payment option at checkout.
ad_1666,Zip,18-24,858,1294.58,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1667,Afterpay,18-24,4674,1106.15,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1668,PayPal Pay Later,25-34,7683,863.74,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1669,Klarna,18-24,3149,1342.09,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_1670,Sezzle,35-44,1712,2699.5,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today. Smart budgeting for your family. No interest fees."
ad_1671,Affirm,18-24,2947,1428.91,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout.
ad_1672,Affirm,35-44,1193,2207.45,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1673,Afterpay,18-24,1824,612.26,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today."
ad_1674,Klarna,25-34,690,1651.26,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1675,Affirm,18-24,10927,2409.27,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1676,PayPal Pay Later,25-34,2237,3850.91,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1677,Sezzle,25-34,9419,481.06,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1678,Zip,25-34,5871,1818.35,Split your purchase into 4 easy payments.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1679,PayPal Pay Later,18-24,15464,4841.7,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1680,Affirm,25-34,5913,4217.56,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1681,Zip,25-34,301,90.91,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today."
ad_1682,Sezzle,25-34,9105,1247.54,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1683,Zip,25-34,3759,4668.91,"Get it now, pay over time.",Don't let tight budgets hold you back. Flexible payment options available now!
ad_1684,Klarna,25-34,3108,2508.39,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1685,Zip,25-34,1454,4973.07,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1686,Zip,18-24,620,4186.05,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_1687,Zip,18-24,2264,3491.39,Split your purchase into 4 easy payments.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1688,Sezzle,25-34,11851,1160.08,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today."
ad_1689,Afterpay,25-34,7161,811.44,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1690,PayPal Pay Later,25-34,1808,1632.28,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1691,PayPal Pay Later,18-24,2803,2172.75,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_1692,PayPal Pay Later,35-44,2965,98.02,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_1693,PayPal Pay Later,55-64,4441,2659.77,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_1694,Affirm,45-54,6047,3053.26,Split your purchase into 4 easy payments.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_1695,PayPal Pay Later,25-34,6482,602.33,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1696,Affirm,25-34,4618,1117.42,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1697,Klarna,65+,4127,3039.18,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. Smart budgeting for your family. No interest fees."
ad_1698,Zip,25-34,3319,4148.81,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1699,Klarna,18-24,1937,2982.58,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1700,Zip,18-24,14999,581.14,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1701,PayPal Pay Later,35-44,1697,361.32,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1702,Zip,25-34,8133,4649.84,Unlock your purchasing power.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1703,PayPal Pay Later,35-44,2200,4936.06,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout.
ad_1704,Klarna,18-24,441,1647.28,"Get it now, pay over time.",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1705,Sezzle,18-24,6435,1737.37,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout.
ad_1706,Afterpay,25-34,3071,3324.55,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_1707,PayPal Pay Later,25-34,2303,2769.97,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1708,Klarna,18-24,1417,3484.53,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1709,Sezzle,25-34,1761,1697.45,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_1710,Klarna,35-44,27403,1898.92,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_1711,Zip,25-34,1236,2587.28,Split your purchase into 4 easy payments.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_1712,Sezzle,18-24,2188,1515.52,Don't wait! Buy today and pay later.,"We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1713,Sezzle,35-44,363,1900.94,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1714,Sezzle,18-24,6826,4268.13,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1715,Klarna,25-34,1003,849.91,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1716,PayPal Pay Later,45-54,22887,4576.57,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_1717,PayPal Pay Later,18-24,1748,4074.0,Zero interest when you pay in 4.,"Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1718,Affirm,18-24,2852,1562.6,"Get it now, pay over time.","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_1719,Klarna,25-34,8843,4049.43,Zero interest when you pay in 4.,"We help you buy what you want, when you want it. Download the app today."
ad_1720,Affirm,18-24,4308,157.61,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1721,Affirm,18-24,625,4238.29,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout. No credit impact! Treat yourself now. Instant decision.
ad_1722,Affirm,65+,2414,2152.91,Don't wait! Buy today and pay later.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. Smart budgeting for your family. No interest fees."
ad_1723,Afterpay,25-34,1007,2611.29,Don't wait! Buy today and pay later.,Instant approval! Just select our payment option at checkout.
ad_1724,Affirm,25-34,3617,251.89,Zero interest when you pay in 4.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_1725,Sezzle,45-54,11046,1180.36,Zero interest when you pay in 4.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_1726,Afterpay,45-54,4496,1994.04,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1727,PayPal Pay Later,25-34,5050,200.96,"Buy Now, Pay Later with no hidden fees!","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1728,Klarna,35-44,5375,1881.49,"Get it now, pay over time.",Instant approval! Just select our payment option at checkout.
ad_1729,Klarna,18-24,210,1722.95,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1730,Afterpay,35-44,1268,2025.25,Unlock your purchasing power.,Instant approval! Just select our payment option at checkout.
ad_1731,Afterpay,25-34,1992,2193.22,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1732,PayPal Pay Later,25-34,7072,4080.79,Zero interest when you pay in 4.,Instant approval! Just select our payment option at checkout.
ad_1733,Affirm,25-34,2689,3970.42,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1734,PayPal Pay Later,18-24,2230,1364.77,"Get it now, pay over time.","We help you buy what you want, when you want it. Download the app today. No credit impact! Treat yourself now. Instant decision."
ad_1735,Zip,25-34,178,2332.12,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments. No credit impact! Treat yourself now. Instant decision."
ad_1736,PayPal Pay Later,25-34,6143,1290.38,Unlock your purchasing power.,Don't let tight budgets hold you back. Flexible payment options available now!
ad_1737,PayPal Pay Later,25-34,23288,4480.58,"Buy Now, Pay Later with no hidden fees!",Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
ad_1738,Sezzle,25-34,16500,4698.59,"Buy Now, Pay Later with no hidden fees!","Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free. No credit impact! Treat yourself now. Instant decision."
ad_1739,Zip,25-34,6428,2628.04,Don't wait! Buy today and pay later.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1740,PayPal Pay Later,25-34,2640,3976.83,Split your purchase into 4 easy payments.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1741,Zip,25-34,12563,2999.94,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1742,Sezzle,25-34,507,2065.46,Unlock your purchasing power.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check. No credit impact! Treat yourself now. Instant decision."
ad_1743,Affirm,35-44,1005,967.5,"Get it now, pay over time.","Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1744,Zip,25-34,2814,4666.6,Unlock your purchasing power.,"Why wait until payday? Get the things you want now and split your payments. It's fast, easy, and risk-free."
ad_1745,Klarna,18-24,2833,2806.78,Zero interest when you pay in 4.,"Shop your favorite brands and pay over 6 weeks. No interest, no hard credit check."
ad_1746,PayPal Pay Later,35-44,4464,4111.28,"Buy Now, Pay Later with no hidden fees!","Manage your cash flow better. Buy the essentials today and pay in small, manageable installments."
ad_1747,Afterpay,18-24,2656,703.73,Don't wait! Buy today and pay later.,Don't let tight budgets hold you back. Flexible payment options available now! No credit impact! Treat yourself now. Instant decision.
